id,country,macroarea,area,sex,agegroup,educ,hhsize_grp,foreign_born,cnt_weekday,cnt_count_30,cnt_count_gc_30,cnt_count_w_30,worn_face_mask,threat_community_q,threat_personal_q,d.weight
6308,DE,Ostdeutschland,Berlin,Male,40-44,GraduateOrMore,3pp.+,0,Donnerstag,8,2,4,0,L,L,0.7127003589289698
10082,DE,Ostdeutschland,Berlin,Male,40-44,GraduateOrMore,2pp.,0,Freitag,5,4,0,0,H,L,0.7127003589289698
12828,DE,Ostdeutschland,Berlin,Male,40-44,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,L,L,0.7127003589289698
10329,DE,Ostdeutschland,Berlin,Male,45-49,GraduateOrMore,2pp.,0,Freitag,3,2,0,0,H,H,0.7127003589289698
15203,DE,Ostdeutschland,Berlin,Male,45-49,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,H,0.7127003589289698
15004,DE,Ostdeutschland,Berlin,Male,45-49,GraduateOrMore,2pp.,0,Samstag,1,0,0,1,H,H,0.7127003589289698
10643,DE,Ostdeutschland,Berlin,Male,50-54,Secondary,2pp.,0,Freitag,10,8,1,0,H,L,0.533140094452066
14876,DE,Ostdeutschland,Berlin,Male,50-54,GraduateOrMore,2pp.,1,Samstag,1,0,0,0,H,H,0.533140094452066
12763,DE,Ostdeutschland,Berlin,Male,55-59,Secondary,1p.,0,Samstag,0,0,0,0,H,H,0.533140094452066
11918,DE,Ostdeutschland,Berlin,Male,55-59,GraduateOrMore,1p.,0,Freitag,10,9,0,1,H,H,0.533140094452066
14349,DE,Ostdeutschland,Berlin,Male,55-59,GraduateOrMore,2pp.,0,Samstag,2,1,0,0,H,H,0.533140094452066
10269,DE,Ostdeutschland,Berlin,Male,55-59,GraduateOrMore,2pp.,0,Freitag,1,0,0,0,H,H,0.533140094452066
5977,DE,Ostdeutschland,Berlin,Male,55-59,Secondary,1p.,0,Donnerstag,0,0,0,0,H,NA,0.533140094452066
14875,DE,Ostdeutschland,Berlin,Male,55-59,Secondary,2pp.,0,Samstag,1,0,0,NA,H,H,0.533140094452066
12036,DE,Ostdeutschland,Berlin,Male,55-59,Secondary,2pp.,0,Freitag,1,0,0,0,H,H,0.533140094452066
11794,DE,Ostdeutschland,Berlin,Male,55-59,Secondary,3pp.+,0,Freitag,3,0,0,1,H,H,0.533140094452066
12628,DE,Ostdeutschland,Berlin,Male,55-59,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,L,0.533140094452066
6993,DE,Ostdeutschland,Berlin,Male,55-59,GraduateOrMore,1p.,0,Donnerstag,11,5,4,0,L,L,0.533140094452066
10484,DE,Ostdeutschland,Berlin,Male,55-59,NoResponse,1p.,0,Freitag,3,2,0,0,H,H,0.533140094452066
6583,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,1p.,0,Donnerstag,4,1,1,0,H,H,0.533140094452066
5868,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,2pp.,0,Donnerstag,0,0,0,0,H,H,0.533140094452066
6512,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,2pp.,0,Donnerstag,10,6,0,0,H,H,0.533140094452066
8510,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,1p.,0,Donnerstag,1,1,0,1,H,H,0.533140094452066
9280,DE,Ostdeutschland,Berlin,Male,60-64,GraduateOrMore,2pp.,0,Freitag,3,0,2,0,H,H,0.533140094452066
6119,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,1p.,0,Donnerstag,5,5,0,1,H,H,0.533140094452066
9158,DE,Ostdeutschland,Berlin,Male,60-64,Secondary,2pp.,0,Freitag,1,0,0,1,H,H,0.533140094452066
7265,DE,Ostdeutschland,Berlin,Male,65-69,GraduateOrMore,3pp.+,0,Donnerstag,1,0,0,0,H,L,0.533140094452066
11173,DE,Ostdeutschland,Berlin,Male,65-69,PrimaryOrLess,2pp.,0,Freitag,4,1,1,0,H,H,1.2605182890288327
10367,DE,Ostdeutschland,Berlin,Male,65-69,Secondary,2pp.,0,Freitag,2,0,1,0,L,L,1.2605182890288327
10211,DE,Ostdeutschland,Berlin,Male,65-69,GraduateOrMore,2pp.,0,Freitag,2,1,0,0,H,L,0.533140094452066
13751,DE,Ostdeutschland,Berlin,Male,65-69,GraduateOrMore,1p.,0,Samstag,0,0,0,0,L,L,0.533140094452066
14101,DE,Ostdeutschland,Berlin,Male,65-69,Secondary,2pp.,0,Samstag,13,0,10,0,H,H,0.533140094452066
7240,DE,Ostdeutschland,Berlin,Male,70-74,Secondary,2pp.,0,Donnerstag,3,3,0,1,H,H,1.2605182890288327
9162,DE,Ostdeutschland,Berlin,Male,70-74,Secondary,2pp.,0,Freitag,1,0,0,0,H,H,1.2605182890288327
11218,DE,Ostdeutschland,Berlin,Male,70-74,GraduateOrMore,3pp.+,0,Freitag,2,0,0,0,H,H,1.2605182890288327
7237,DE,Ostdeutschland,Berlin,Male,70-74,Secondary,2pp.,0,Donnerstag,2,1,0,0,H,H,1.2605182890288327
10370,DE,Ostdeutschland,Berlin,Male,70-74,Secondary,2pp.,0,Freitag,3,0,0,0,H,H,1.2605182890288327
14103,DE,Ostdeutschland,Berlin,Male,75+,GraduateOrMore,2pp.,0,Samstag,4,3,0,1,H,H,1.2605182890288327
11774,DE,Ostdeutschland,Brandenburg,Female,18-24,Secondary,2pp.,0,Freitag,NA,0,NA,0,NA,L,0.35905611070392546
7841,DE,Ostdeutschland,Brandenburg,Female,18-24,Secondary,3pp.+,0,Donnerstag,2,2,0,0,H,H,0.35905611070392546
13678,DE,Ostdeutschland,Brandenburg,Female,25-29,Secondary,3pp.+,0,Samstag,5,0,0,0,H,L,0.35905611070392546
10586,DE,Ostdeutschland,Brandenburg,Female,25-29,Secondary,3pp.+,0,Freitag,4,0,0,0,L,L,0.7626523129146651
10720,DE,Ostdeutschland,Brandenburg,Female,25-29,Secondary,2pp.,0,Freitag,3,0,0,0,H,H,0.35905611070392546
8286,DE,Ostdeutschland,Brandenburg,Female,35-39,GraduateOrMore,2pp.,1,Donnerstag,3,2,0,1,H,H,0.7626523129146651
15109,DE,Ostdeutschland,Brandenburg,Female,35-39,GraduateOrMore,3pp.+,0,Samstag,23,20,0,1,H,H,0.7626523129146651
14607,DE,Ostdeutschland,Brandenburg,Female,35-39,GraduateOrMore,3pp.+,0,Samstag,9,1,3,0,H,H,0.7626523129146651
8678,DE,Ostdeutschland,Brandenburg,Female,40-44,GraduateOrMore,2pp.,0,Donnerstag,5,4,0,0,H,H,0.7626523129146651
8459,DE,Ostdeutschland,Brandenburg,Female,40-44,Secondary,1p.,0,Donnerstag,4,3,0,0,H,L,0.7626523129146651
13790,DE,Ostdeutschland,Brandenburg,Female,45-49,Secondary,3pp.+,0,Samstag,6,2,0,1,H,H,0.40010692836050793
10966,DE,Ostdeutschland,Brandenburg,Female,45-49,GraduateOrMore,2pp.,0,Freitag,3,2,0,0,H,H,0.7626523129146651
8502,DE,Ostdeutschland,Brandenburg,Female,45-49,Secondary,3pp.+,0,Donnerstag,NA,3,NA,0,H,H,0.7626523129146651
10323,DE,Ostdeutschland,Brandenburg,Female,45-49,Secondary,3pp.+,0,Freitag,NA,0,NA,0,H,H,0.40010692836050793
10405,DE,Ostdeutschland,Brandenburg,Female,50-54,Secondary,2pp.,0,Freitag,7,2,3,0,H,L,0.40010692836050793
10808,DE,Ostdeutschland,Brandenburg,Female,50-54,GraduateOrMore,2pp.,0,Freitag,3,2,0,0,H,H,0.40010692836050793
6118,DE,Ostdeutschland,Brandenburg,Female,50-54,GraduateOrMore,3pp.+,0,Donnerstag,5,3,0,0,H,H,0.40010692836050793
11924,DE,Ostdeutschland,Brandenburg,Female,50-54,Secondary,2pp.,0,Freitag,NA,NA,NA,0,H,H,0.40010692836050793
8447,DE,Ostdeutschland,Brandenburg,Female,55-59,Secondary,2pp.,0,Donnerstag,0,0,0,0,H,H,0.40010692836050793
9211,DE,Ostdeutschland,Brandenburg,Female,55-59,Secondary,3pp.+,0,Freitag,14,10,0,0,H,H,0.40010692836050793
11519,DE,Ostdeutschland,Brandenburg,Female,55-59,Secondary,2pp.,0,Freitag,19,2,15,1,H,H,0.40010692836050793
10510,DE,Ostdeutschland,Brandenburg,Female,55-59,NoResponse,2pp.,0,Freitag,1,0,0,0,H,H,0.40010692836050793
6189,DE,Ostdeutschland,Brandenburg,Female,55-59,Secondary,1p.,0,Donnerstag,5,5,0,0,H,L,0.40010692836050793
10782,DE,Ostdeutschland,Brandenburg,Female,55-59,Secondary,1p.,0,Freitag,5,5,0,0,L,H,0.40010692836050793
13890,DE,Ostdeutschland,Brandenburg,Female,60-64,Secondary,2pp.,0,Samstag,2,1,0,1,H,L,0.40010692836050793
6277,DE,Ostdeutschland,Brandenburg,Female,60-64,NoResponse,2pp.,0,Donnerstag,2,1,0,0,H,H,0.40010692836050793
12255,DE,Ostdeutschland,Brandenburg,Female,65-69,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,L,1.0701248409312027
6142,DE,Ostdeutschland,Brandenburg,Female,65-69,Secondary,1p.,0,Donnerstag,0,0,0,0,H,H,0.40010692836050793
10802,DE,Ostdeutschland,Brandenburg,Female,65-69,Secondary,2pp.,0,Freitag,5,0,4,0,L,L,1.0701248409312027
6166,DE,Ostdeutschland,Brandenburg,Female,65-69,Secondary,2pp.,0,Donnerstag,2,1,0,0,L,L,0.40010692836050793
12774,DE,Ostdeutschland,Brandenburg,Female,70-74,NoResponse,2pp.,1,Samstag,0,0,0,1,H,H,1.0701248409312027
11256,DE,Ostdeutschland,Brandenburg,Male,18-24,Secondary,NA,0,Freitag,5,0,0,0,H,H,0.8644898755042997
12061,DE,Ostdeutschland,Brandenburg,Male,30-34,Secondary,1p.,0,Freitag,NA,NA,20,0,H,H,0.7127003589289698
12736,DE,Ostdeutschland,Brandenburg,Male,35-39,Secondary,1p.,0,Samstag,1,1,0,0,H,H,0.7127003589289698
12512,DE,Ostdeutschland,Brandenburg,Male,35-39,GraduateOrMore,1p.,0,Samstag,1,1,0,0,H,H,0.7127003589289698
14587,DE,Ostdeutschland,Brandenburg,Male,35-39,GraduateOrMore,2pp.,0,Samstag,1,0,0,1,H,H,0.7127003589289698
8451,DE,Ostdeutschland,Brandenburg,Male,35-39,Secondary,2pp.,0,Donnerstag,16,0,15,0,H,H,0.7127003589289698
10106,DE,Ostdeutschland,Brandenburg,Male,35-39,Secondary,3pp.+,0,Freitag,3,0,0,0,H,L,0.7127003589289698
12572,DE,Ostdeutschland,Brandenburg,Male,35-39,Secondary,1p.,0,Samstag,2,0,0,0,L,H,0.7127003589289698
12366,DE,Ostdeutschland,Brandenburg,Male,35-39,Secondary,3pp.+,0,Samstag,1,0,0,0,H,H,0.7127003589289698
14659,DE,Ostdeutschland,Brandenburg,Male,40-44,Secondary,2pp.,0,Samstag,24,8,15,0,H,H,0.7127003589289698
14711,DE,Ostdeutschland,Brandenburg,Male,40-44,GraduateOrMore,3pp.+,0,Samstag,3,0,0,0,H,H,0.7127003589289698
6128,DE,Ostdeutschland,Brandenburg,Male,45-49,Secondary,2pp.,0,Donnerstag,27,0,25,0,H,H,0.533140094452066
6136,DE,Ostdeutschland,Brandenburg,Male,45-49,Secondary,2pp.,0,Donnerstag,4,0,0,0,H,H,0.533140094452066
8387,DE,Ostdeutschland,Brandenburg,Male,45-49,Secondary,1p.,0,Donnerstag,1,1,0,0,H,H,0.533140094452066
6434,DE,Ostdeutschland,Brandenburg,Male,45-49,Secondary,2pp.,0,Donnerstag,NA,5,NA,0,H,H,0.7127003589289698
10059,DE,Ostdeutschland,Brandenburg,Male,50-54,GraduateOrMore,3pp.+,0,Freitag,6,2,0,0,H,L,0.533140094452066
11804,DE,Ostdeutschland,Brandenburg,Male,50-54,Secondary,2pp.,0,Freitag,NA,2,NA,0,L,L,0.533140094452066
7659,DE,Ostdeutschland,Brandenburg,Male,50-54,GraduateOrMore,3pp.+,0,Donnerstag,18,15,0,0,H,H,0.533140094452066
6946,DE,Ostdeutschland,Brandenburg,Male,50-54,GraduateOrMore,3pp.+,0,Donnerstag,3,0,0,1,L,L,0.533140094452066
13222,DE,Ostdeutschland,Brandenburg,Male,50-54,PrimaryOrLess,1p.,0,Samstag,NA,NA,0,1,H,H,0.533140094452066
11367,DE,Ostdeutschland,Brandenburg,Male,55-59,Secondary,1p.,0,Freitag,3,3,0,0,H,H,0.533140094452066
12852,DE,Ostdeutschland,Brandenburg,Male,55-59,GraduateOrMore,1p.,0,Samstag,4,3,0,0,H,H,0.533140094452066
7943,DE,Ostdeutschland,Brandenburg,Male,55-59,Secondary,2pp.,0,Donnerstag,2,0,0,0,L,L,0.533140094452066
5756,DE,Ostdeutschland,Brandenburg,Male,60-64,GraduateOrMore,3pp.+,0,Donnerstag,28,25,0,1,L,L,0.533140094452066
9096,DE,Ostdeutschland,Brandenburg,Male,60-64,Secondary,2pp.,0,Freitag,NA,10,NA,0,H,H,0.533140094452066
11597,DE,Ostdeutschland,Brandenburg,Male,60-64,NoResponse,2pp.,0,Freitag,NA,NA,0,0,H,H,0.533140094452066
13149,DE,Ostdeutschland,Brandenburg,Male,60-64,Secondary,2pp.,0,Samstag,1,0,0,0,H,H,0.533140094452066
14839,DE,Ostdeutschland,Brandenburg,Male,65-69,NoResponse,1p.,0,Samstag,1,0,0,0,L,L,1.2605182890288327
15013,DE,Ostdeutschland,Brandenburg,Male,70-74,GraduateOrMore,1p.,0,Samstag,1,1,0,0,H,NA,1.2605182890288327
9841,DE,Ostdeutschland,Brandenburg,Male,70-74,GraduateOrMore,1p.,0,Freitag,5,4,0,0,H,L,1.2605182890288327
12493,DE,Ostdeutschland,Brandenburg,Male,75+,NoResponse,2pp.,0,Samstag,0,0,0,0,H,H,1.2605182890288327
12693,DE,Norrdeutschland,Bremen,Female,18-24,Secondary,2pp.,0,Samstag,2,0,0,0,H,H,0.35438526273417825
11964,DE,Norrdeutschland,Bremen,Female,45-49,Secondary,1p.,0,Freitag,3,2,0,0,H,L,0.6241069944279125
14751,DE,Norrdeutschland,Bremen,Female,50-54,Secondary,3pp.+,0,Samstag,1,0,0,0,H,H,1.1313937355452264
11648,DE,Norrdeutschland,Bremen,Female,75+,Secondary,1p.,0,Freitag,0,0,0,0,NA,NA,0.9565056175048218
12281,DE,Norrdeutschland,Bremen,Male,25-29,Secondary,3pp.+,0,Samstag,14,2,12,0,H,L,0.98975765236664
14392,DE,Norrdeutschland,Bremen,Male,35-39,Secondary,3pp.+,0,Samstag,17,5,10,0,L,L,1.149093004797023
12613,DE,Norrdeutschland,Bremen,Male,40-44,GraduateOrMore,1p.,0,Samstag,2,2,0,0,H,H,1.149093004797023
14391,DE,Norrdeutschland,Bremen,Male,60-64,GraduateOrMore,3pp.+,1,Samstag,0,0,0,0,H,H,0.6880394669598846
12639,DE,Norrdeutschland,Bremen,Male,60-64,Secondary,1p.,0,Samstag,2,0,2,0,H,H,0.6880394669598846
6517,DE,Norrdeutschland,Bremen,Male,65-69,Secondary,1p.,1,Donnerstag,1,0,0,0,H,L,0.8976223178854174
6798,DE,Norrdeutschland,Bremen,Male,75+,Secondary,1p.,0,Donnerstag,4,3,0,0,H,H,0.8976223178854174
13304,DE,Norrdeutschland,Hamburg,Female,25-29,Secondary,2pp.,0,Samstag,2,0,0,0,H,H,0.35438526273417825
12889,DE,Norrdeutschland,Hamburg,Female,25-29,Secondary,2pp.,0,Samstag,2,1,0,0,H,H,0.35438526273417825
14595,DE,Norrdeutschland,Hamburg,Female,25-29,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,L,0.35438526273417825
6805,DE,Norrdeutschland,Hamburg,Female,25-29,GraduateOrMore,2pp.,0,Donnerstag,3,0,0,0,H,H,0.35438526273417825
14434,DE,Norrdeutschland,Hamburg,Female,25-29,Secondary,2pp.,0,Samstag,NA,10,NA,0,H,H,0.35438526273417825
12285,DE,Norrdeutschland,Hamburg,Female,25-29,Secondary,2pp.,0,Samstag,0,0,0,0,L,L,0.35438526273417825
8600,DE,Norrdeutschland,Hamburg,Female,25-29,Secondary,2pp.,0,Donnerstag,6,2,3,0,H,H,0.35438526273417825
9077,DE,Norrdeutschland,Hamburg,Female,30-34,GraduateOrMore,2pp.,0,Freitag,11,0,10,0,H,H,0.6241069944279125
12715,DE,Norrdeutschland,Hamburg,Female,30-34,Secondary,2pp.,0,Samstag,NA,NA,NA,0,H,H,0.6241069944279125
14252,DE,Norrdeutschland,Hamburg,Female,35-39,GraduateOrMore,1p.,0,Samstag,3,3,0,0,H,L,0.6241069944279125
11718,DE,Norrdeutschland,Hamburg,Female,35-39,Secondary,3pp.+,0,Freitag,5,2,0,0,H,H,0.6241069944279125
8223,DE,Norrdeutschland,Hamburg,Female,35-39,GraduateOrMore,1p.,0,Donnerstag,2,1,0,0,H,H,0.6241069944279125
12646,DE,Norrdeutschland,Hamburg,Female,40-44,Secondary,3pp.+,1,Samstag,11,5,3,0,L,L,0.6241069944279125
14689,DE,Norrdeutschland,Hamburg,Female,40-44,GraduateOrMore,2pp.,0,Samstag,10,0,9,0,H,H,0.6241069944279125
12879,DE,Norrdeutschland,Hamburg,Female,45-49,GraduateOrMore,3pp.+,0,Samstag,5,2,0,0,H,H,0.6241069944279125
15021,DE,Norrdeutschland,Hamburg,Female,45-49,Secondary,3pp.+,0,Samstag,17,2,12,0,H,L,0.6241069944279125
12340,DE,Norrdeutschland,Hamburg,Female,45-49,NoResponse,1p.,0,Samstag,0,0,0,0,H,H,1.1313937355452264
13206,DE,Norrdeutschland,Hamburg,Female,60-64,GraduateOrMore,3pp.+,0,Samstag,4,0,2,0,H,L,1.1313937355452264
13475,DE,Norrdeutschland,Hamburg,Female,60-64,Secondary,2pp.,0,Samstag,6,5,0,0,H,L,1.1313937355452264
13887,DE,Norrdeutschland,Hamburg,Female,65-69,GraduateOrMore,1p.,0,Samstag,2,2,0,NA,H,L,0.9565056175048218
8412,DE,Norrdeutschland,Hamburg,Female,65-69,Secondary,2pp.,0,Donnerstag,2,1,0,0,H,H,1.1313937355452264
11398,DE,Norrdeutschland,Hamburg,Female,70-74,GraduateOrMore,1p.,0,Freitag,2,2,0,0,H,H,0.9565056175048218
12068,DE,Norrdeutschland,Hamburg,Female,70-74,GraduateOrMore,1p.,0,Freitag,4,2,0,0,NA,L,0.9565056175048218
7052,DE,Norrdeutschland,Hamburg,Female,75+,NoResponse,1p.,0,Donnerstag,3,2,0,0,H,H,0.9565056175048218
6624,DE,Norrdeutschland,Hamburg,Male,25-29,Secondary,2pp.,0,Donnerstag,1,0,0,0,H,L,0.98975765236664
13797,DE,Norrdeutschland,Hamburg,Male,25-29,GraduateOrMore,2pp.,0,Samstag,1,0,0,0,H,L,0.98975765236664
13854,DE,Norrdeutschland,Hamburg,Male,25-29,Secondary,2pp.,0,Samstag,3,0,0,0,H,L,0.98975765236664
13445,DE,Norrdeutschland,Hamburg,Male,35-39,Secondary,2pp.,0,Samstag,0,0,0,0,H,H,1.149093004797023
12518,DE,Norrdeutschland,Hamburg,Male,40-44,Secondary,1p.,0,Samstag,0,0,0,0,L,H,1.149093004797023
12976,DE,Norrdeutschland,Hamburg,Male,40-44,GraduateOrMore,1p.,0,Samstag,1,0,0,0,H,H,1.149093004797023
14126,DE,Norrdeutschland,Hamburg,Male,45-49,Secondary,2pp.,0,Samstag,1,0,0,0,H,H,1.149093004797023
13979,DE,Norrdeutschland,Hamburg,Male,45-49,GraduateOrMore,3pp.+,1,Samstag,1,1,0,0,H,H,1.149093004797023
6882,DE,Norrdeutschland,Hamburg,Male,50-54,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,H,H,0.6880394669598846
11949,DE,Norrdeutschland,Hamburg,Male,50-54,Secondary,1p.,0,Freitag,0,0,0,0,H,L,0.6880394669598846
11216,DE,Norrdeutschland,Hamburg,Male,50-54,GraduateOrMore,2pp.,0,Freitag,3,0,3,0,H,H,0.6880394669598846
15068,DE,Norrdeutschland,Hamburg,Male,50-54,GraduateOrMore,1p.,0,Samstag,9,3,5,NA,L,L,0.6880394669598846
13878,DE,Norrdeutschland,Hamburg,Male,55-59,Secondary,1p.,0,Samstag,0,0,0,0,L,NA,0.6880394669598846
14750,DE,Norrdeutschland,Hamburg,Male,55-59,GraduateOrMore,3pp.+,0,Samstag,5,2,0,0,H,H,0.6880394669598846
14087,DE,Norrdeutschland,Hamburg,Male,55-59,Secondary,1p.,0,Samstag,4,3,0,0,H,H,0.6880394669598846
10502,DE,Norrdeutschland,Hamburg,Male,60-64,Secondary,1p.,0,Freitag,NA,NA,20,0,H,H,0.6880394669598846
14324,DE,Norrdeutschland,Hamburg,Male,65-69,Secondary,2pp.,0,Samstag,0,0,0,0,H,H,0.8976223178854174
10180,DE,Norrdeutschland,Hamburg,Male,65-69,GraduateOrMore,3pp.+,0,Freitag,3,1,0,0,H,H,0.6880394669598846
10243,DE,Norrdeutschland,Hamburg,Male,70-74,Secondary,3pp.+,0,Freitag,0,0,0,0,H,H,0.8976223178854174
10486,DE,Norrdeutschland,Hamburg,Male,70-74,GraduateOrMore,1p.,0,Freitag,0,0,0,0,H,H,0.8976223178854174
6507,DE,Norrdeutschland,Hamburg,Male,70-74,GraduateOrMore,2pp.,0,Donnerstag,2,1,0,1,L,L,0.8976223178854174
9156,DE,Norrdeutschland,Hamburg,Male,75+,GraduateOrMore,2pp.,0,Freitag,1,0,0,0,H,H,0.8976223178854174
13791,DE,Westdeutschland,Hessen,Female,18-24,Secondary,3pp.+,0,Samstag,5,2,0,0,L,L,1.0380406999231422
14910,DE,Westdeutschland,Hessen,Female,18-24,GraduateOrMore,2pp.,0,Samstag,3,2,0,0,H,H,1.0380406999231422
8248,DE,Westdeutschland,Hessen,Female,18-24,Secondary,3pp.+,0,Donnerstag,1,0,0,0,H,H,1.0380406999231422
13460,DE,Westdeutschland,Hessen,Female,25-29,GraduateOrMore,1p.,1,Samstag,0,0,0,0,H,L,0.7568281073278674
12249,DE,Westdeutschland,Hessen,Female,30-34,Secondary,3pp.+,1,Samstag,15,10,0,0,L,L,0.7568281073278674
13895,DE,Westdeutschland,Hessen,Female,30-34,GraduateOrMore,3pp.+,0,Samstag,3,1,0,0,H,L,0.7568281073278674
13293,DE,Westdeutschland,Hessen,Female,30-34,Secondary,2pp.,0,Samstag,31,10,20,0,L,L,0.7568281073278674
14400,DE,Westdeutschland,Hessen,Female,30-34,Secondary,1p.,0,Samstag,4,2,0,0,H,H,0.7568281073278674
13817,DE,Westdeutschland,Hessen,Female,35-39,Secondary,2pp.,0,Samstag,3,2,0,0,L,L,0.7568281073278674
14412,DE,Westdeutschland,Hessen,Female,35-39,NoResponse,3pp.+,0,Samstag,3,0,0,0,L,L,0.7568281073278674
6790,DE,Westdeutschland,Hessen,Female,35-39,GraduateOrMore,1p.,0,Donnerstag,1,0,0,0,H,H,0.7568281073278674
14129,DE,Westdeutschland,Hessen,Female,35-39,Secondary,3pp.+,0,Samstag,NA,5,NA,1,H,H,0.7568281073278674
9048,DE,Westdeutschland,Hessen,Female,35-39,GraduateOrMore,3pp.+,0,Freitag,NA,NA,15,0,L,L,0.7568281073278674
12718,DE,Westdeutschland,Hessen,Female,35-39,Secondary,3pp.+,0,Samstag,4,2,0,1,H,H,0.7568281073278674
11540,DE,Westdeutschland,Hessen,Female,35-39,GraduateOrMore,3pp.+,0,Freitag,14,10,0,0,H,H,0.7568281073278674
8303,DE,Westdeutschland,Hessen,Female,35-39,GraduateOrMore,1p.,0,Donnerstag,0,0,0,0,H,H,0.7568281073278674
13434,DE,Westdeutschland,Hessen,Female,40-44,GraduateOrMore,3pp.+,1,Samstag,14,0,10,0,H,H,0.7568281073278674
13139,DE,Westdeutschland,Hessen,Female,40-44,GraduateOrMore,2pp.,0,Samstag,5,4,0,0,L,L,0.7568281073278674
8139,DE,Westdeutschland,Hessen,Female,40-44,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,H,H,0.7568281073278674
10696,DE,Westdeutschland,Hessen,Female,40-44,Secondary,3pp.+,0,Freitag,12,5,3,0,H,H,0.7568281073278674
11520,DE,Westdeutschland,Hessen,Female,40-44,Secondary,3pp.+,0,Freitag,4,1,0,0,NA,L,0.7568281073278674
14284,DE,Westdeutschland,Hessen,Female,40-44,GraduateOrMore,1p.,1,Samstag,0,0,0,1,H,L,0.7568281073278674
6584,DE,Westdeutschland,Hessen,Female,40-44,Secondary,3pp.+,1,Donnerstag,3,0,0,1,H,H,0.7568281073278674
12647,DE,Westdeutschland,Hessen,Female,45-49,Secondary,3pp.+,0,Samstag,22,4,15,0,L,L,0.7568281073278674
14186,DE,Westdeutschland,Hessen,Female,45-49,Secondary,3pp.+,0,Samstag,7,2,0,0,H,L,0.7568281073278674
14489,DE,Westdeutschland,Hessen,Female,45-49,Secondary,3pp.+,0,Samstag,2,0,0,0,H,H,1.4534973778975675
7177,DE,Westdeutschland,Hessen,Female,45-49,PrimaryOrLess,2pp.,1,Donnerstag,1,0,0,0,H,H,0.7568281073278674
7887,DE,Westdeutschland,Hessen,Female,50-54,Secondary,2pp.,0,Donnerstag,3,2,0,1,H,H,1.4534973778975675
13202,DE,Westdeutschland,Hessen,Female,50-54,GraduateOrMore,1p.,0,Samstag,2,0,1,0,H,H,1.4534973778975675
12571,DE,Westdeutschland,Hessen,Female,55-59,GraduateOrMore,2pp.,1,Samstag,1,0,0,0,H,H,1.4534973778975675
8590,DE,Westdeutschland,Hessen,Female,55-59,GraduateOrMore,2pp.,0,Donnerstag,6,5,0,0,H,H,1.4534973778975675
12323,DE,Westdeutschland,Hessen,Female,55-59,Secondary,2pp.,0,Samstag,4,0,0,0,H,L,1.4534973778975675
13757,DE,Westdeutschland,Hessen,Female,55-59,GraduateOrMore,3pp.+,1,Samstag,12,4,2,0,L,L,1.4534973778975675
10908,DE,Westdeutschland,Hessen,Female,60-64,Secondary,1p.,0,Freitag,3,2,0,0,H,H,1.4534973778975675
10899,DE,Westdeutschland,Hessen,Female,60-64,Secondary,2pp.,0,Freitag,2,1,0,0,H,L,1.4534973778975675
6451,DE,Westdeutschland,Hessen,Female,60-64,GraduateOrMore,2pp.,0,Donnerstag,3,1,0,0,H,L,1.4534973778975675
10460,DE,Westdeutschland,Hessen,Female,65-69,Secondary,1p.,0,Freitag,3,1,0,0,H,L,1.518011788719999
8161,DE,Westdeutschland,Hessen,Female,65-69,GraduateOrMore,2pp.,0,Donnerstag,1,0,0,0,NA,L,1.518011788719999
14170,DE,Westdeutschland,Hessen,Female,65-69,Secondary,2pp.,0,Samstag,1,0,0,0,H,L,1.518011788719999
13037,DE,Westdeutschland,Hessen,Female,65-69,Secondary,1p.,0,Samstag,2,2,0,0,H,H,1.518011788719999
7113,DE,Westdeutschland,Hessen,Female,70-74,Secondary,2pp.,0,Donnerstag,1,0,0,0,H,L,1.518011788719999
12922,DE,Westdeutschland,Hessen,Female,70-74,Secondary,2pp.,0,Samstag,3,2,0,0,H,H,1.518011788719999
10631,DE,Westdeutschland,Hessen,Female,70-74,Secondary,2pp.,0,Freitag,9,8,0,0,H,H,1.518011788719999
14550,DE,Westdeutschland,Hessen,Male,25-29,GraduateOrMore,1p.,1,Samstag,4,2,2,0,H,L,2.1131966811805833
12934,DE,Westdeutschland,Hessen,Male,25-29,Secondary,2pp.,0,Samstag,3,2,0,0,H,L,1.7891466372485145
15077,DE,Westdeutschland,Hessen,Male,30-34,GraduateOrMore,2pp.,0,Samstag,12,0,10,0,H,L,1.7891466372485145
7791,DE,Westdeutschland,Hessen,Male,30-34,Secondary,3pp.+,0,Donnerstag,11,5,3,NA,NA,L,1.7891466372485145
6674,DE,Westdeutschland,Hessen,Male,35-39,GraduateOrMore,3pp.+,0,Donnerstag,6,0,3,0,H,H,1.7891466372485145
